,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
49,BQnPRKxyevk7tnnkOGsVFw,National Liberty Museum,321 Chestnut St,Philadelphia,PA,19106,39.94883,-75.146832,4.0,38,1,"{'GoodForKids': 'True', 'WiFi': ""u'no'""}","Museums, Arts & Entertainment","{'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
50,TbDcfpPLWD4eJEtn8AND7A,Glen Foerd on the Delaware,5001 Grant Ave,Philadelphia,PA,19114,40.0515769,-74.9789134,4.0,16,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'dressy'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True'}","Restaurants, Venues & Event Spaces, Arts & Entertainment, Event Planning & Services, Museums","{'Friday': '11:0-14:0', 'Saturday': '11:0-14:0', 'Sunday': '11:0-14:0'}"
51,9DfzRvTs9tzFuj5PnnLOrA,The Barnes Foundation,2025 Benjamin Franklin Pkwy,Philadelphia,PA,19130,39.9605399867,-75.1725628227,4.0,414,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'DogsAllowed': 'False'}","Art Galleries, Education, Arts & Entertainment, Shopping, Art Classes, Museums, Art Museums","{'Monday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '12:0-19:0', 'Sunday': '11:0-17:0'}"
52,xOr3cP1xO2qC4lx2E9jnBg,Ebenezer Maxwell Mansion,200 W Tulpehocken St,Philadelphia,PA,19144,40.0381645,-75.183676,3.5,9,1,{'GoodForKids': 'False'},"Landmarks & Historical Buildings, Public Services & Government, Arts & Entertainment, Museums","{'Friday': '12:0-15:0', 'Saturday': '12:0-15:0'}"
53,VfkvIzypJ1n8VYqjObRrzA,Wells Fargo,123 S Broad St,Philadelphia,PA,19107,39.949691,-75.163948,3.5,6,0,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'WiFi': ""u'free'""}","Arts & Entertainment, Museums","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-18:0'}"
54,OgSb5-2Nj8qgniiir9tvSw,Polish American Cultural Center,308 Walnut St,Philadelphia,PA,19106,39.9469769,-75.1469221,3.5,6,1,{'GoodForKids': 'True'},"Arts & Entertainment, Museums","{'Monday': '10:0-16:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-16:0'}"
55,PwubHDpNphSPXu490VHIJQ,Prof. Ouch's Bizarre Bazaar & Odditorium,720 S 5th St,Philadelphia,PA,19147,39.9404271269,-75.1511474259,3.5,23,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True'}","Shopping, Antiques, Vinyl Records, Arts & Entertainment, Thrift Stores, Museums, Books, Mags, Music & Video","{'Monday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-19:0'}"
56,7ZdCZYdDOjTDd8PVb7Hcmg,Mummers Museum,1100 S 2nd St,Philadelphia,PA,19147,39.9335527,-75.1475606,3.5,15,1,{'GoodForKids': 'True'},"Museums, Arts & Entertainment","{'Tuesday': '9:0-16:30', 'Wednesday': '9:0-16:30', 'Thursday': '9:0-16:30', 'Friday': '9:0-16:30', 'Saturday': '9:0-16:30'}"
57,AJzAO951NR1LFaBHojeudg,Tableau at PAFA,128 N Broad St,Philadelphia,PA,19102,39.9556239,-75.1634392,3.5,19,1,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForKids': 'True'}","Restaurants, Museums, Coffee & Tea, Sandwiches, Food, Arts & Entertainment, Cafes","{'Monday': '8:0-17:30', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:30', 'Saturday': '9:0-15:0', 'Sunday': '11:0-15:0'}"
58,cfD04ABSXGeOMkpCIS2Hog,The African American Museum in Philadelphia,701 Arch St,Philadelphia,PA,19106,39.9532614,-75.1517562,3.5,42,1,"{'ByAppointmentOnly': 'False', 'GoodForKids': 'True'}","Public Services & Government, Cultural Center, Arts & Entertainment, Landmarks & Historical Buildings, Museums","{'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '12:0-17:0'}"
59,LYkQFSYLRVaRU4aL4KifSw,Candytopia - Philadelphia,"901 Market St, Ste 1150",Philadelphia,PA,19107,39.9517142,-75.1557198,3.5,59,0,"{'BusinessAcceptsCreditCards': 'False', 'RestaurantsTakeOut': 'False', 'WheelchairAccessible': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False'}","Specialty Food, Shopping, Candy Stores, Arts & Entertainment, Food, Museums, Pop-up Shops","{'Thursday': '12:0-20:0', 'Friday': '11:0-19:30', 'Saturday': '11:0-19:30', 'Sunday': '11:0-19:30'}"
60,MyE_zdul_JO-dOHOug4GQQ,Watson Adventures Scavenger Hunts,,Philadelphia,PA,19019,40.1197128,-75.0097103,3.0,8,1,{'BusinessAcceptsCreditCards': 'True'},"Local Flavor, Team Building Activities, Active Life, Arts & Entertainment, Event Planning & Services, Walking Tours, Scavenger Hunts, Museums, Hotels & Travel, Tours","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
