business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,actual_review_count
6VPD2WrgtD8h5UzjqaUnFA,Delmonico's Steakhouse,4200 City Ave,Philadelphia,PA,19131,40.004379,-75.218198,3.0,49,0,"{'OutdoorSeating': 'False', 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'paid'"", 'RestaurantsPriceRange2': '3', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'dressy'"", 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': None, 'classy': False, 'casual': None}""}","Hotels & Travel, Restaurants, Event Planning & Services, Bars, Nightlife, American (Traditional), Hotels, Steakhouses, Lounges","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}",50
53ZvKaO19YS6Gt5x-va0BA,Extended Stay America - Philadelphia - Airport - Bartram Ave.,8880 Bartram Ave.,Philadelphia,PA,19153,39.8862681,-75.2480428,1.5,29,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Home Services, Hotels, Real Estate, Apartments, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",29
-D_3emciINpjvYXsHCf8OA,AKA Rittenhouse Square,135 S 18th St,Philadelphia,PA,19103,39.9503652,-75.1704529,4.5,38,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False'}","Real Estate, Home Services, Event Planning & Services, Hotels, Hotels & Travel, Apartments","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39
kM0CewxK3Ize1SF92bfJYQ,Hilton Philadelphia at Penn's Landing,201 S Christopher Columbus Blvd,Philadelphia,PA,19106,39.9452425,-75.1413550139,3.5,186,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '3', 'DogsAllowed': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",188
VJpuuNZ8QXR2zTHIhB0yhw,The Westin Philadelphia,99 South 17th Street at Liberty Place,Philadelphia,PA,19103,39.951929,-75.168421,3.0,250,1,"{'Caters': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'False', 'NoiseLevel': ""u'very_loud'"", 'RestaurantsAttire': ""u'dressy'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'paid'"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'DogsAllowed': 'True', 'WheelchairAccessible': 'True'}","Hotels & Travel, Venues & Event Spaces, Restaurants, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",254
HVOHC7EyUMYdgV7S6kd0uQ,Delta Hotels Philadelphia Airport,500 Stevens Dr,Philadelphia,PA,19113,39.8730999989,-75.2747963729,2.0,207,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True'}","Event Planning & Services, Hotels, Venues & Event Spaces, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",208
hh6t95hiS-RqRt6bEz1SPw,Union League of Philadelphia,140 S Broad St,Philadelphia,PA,19102,39.949988,-75.1645963,4.0,72,1,"{'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '4', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""'formal'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'HasTV': 'True', 'GoodForKids': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsTakeOut': 'False', 'NoiseLevel': ""'quiet'"", 'BikeParking': 'False', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'HappyHour': 'True', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True'}","Hotels & Travel, Restaurants, Arts & Entertainment, American (Traditional), Hotels, American (New), Venues & Event Spaces, Social Clubs, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",74
QMHd6Z2djm_SBLzGhLvFqw,Courtyard by Marriott Philadelphia South at The Navy Yard,1001 Intrepid Ave,Philadelphia,PA,19112,39.895454514,-75.1717264504,4.0,59,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels & Travel, Hotels, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",61
WTWhKHqkK_uwwSIFJK392g,The Latham Hotel Philadelphia,135 S 17th St,Philadelphia,PA,19103,39.9500916,-75.1689513,4.0,93,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels & Travel, Beer, Wine & Spirits, Hotels, Food",,95
oZxSL3PFX15Lzr8cjszmgQ,AKA University City,2929 Walnut St,Philadelphia,PA,19104,39.951936,-75.183911,4.0,26,1,"{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '3'}","Real Estate, Apartments, Home Services, Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",26
6gdAMPGsK0D_3u8h3A8H2A,The Warwick Hotel Rittenhouse Square,220 S 17th St,Philadelphia,PA,19103,39.9486999512,-75.1694030762,3.0,350,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '3', 'BusinessAcceptsBitcoin': 'False'}","Hotels & Travel, Hotels, Event Planning & Services, Caterers","{'Monday': '6:0-6:0', 'Tuesday': '6:0-6:0', 'Wednesday': '6:0-6:0', 'Thursday': '6:0-6:0', 'Friday': '6:0-6:0', 'Saturday': '6:0-6:0', 'Sunday': '6:0-6:0'}",353
9ZfznUSTt7f_HHHJw82qZA,Residence Inn Philadelphia Airport,4630 Island Avenue,Philadelphia,PA,19153,39.8884269,-75.2308759,3.0,17,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels, Hotels & Travel, Event Planning & Services",,17
grwQ0HSdvZBSUPzHCijk6Q,Holiday Inn Philadelphia Historic District,400 Arch St,Philadelphia,PA,19106,39.9519755,-75.1471853,3.0,44,0,,"Event Planning & Services, Hotels & Travel, Hotels",,45
egk4EEv8KcmI6ZFyUieVeQ,Four Seasons Hotel Philadelphia at Comcast Center,1 N 19th St,Philadelphia,PA,19103,39.9550013332,-75.170976,4.0,33,1,{'BusinessAcceptsCreditCards': 'True'},"Day Spas, Beauty & Spas, Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",33
dSdnWJxvhLwvsDfRI1lKuQ,Residence Inn Philadelphia Airport,3701 Island Ave,Philadelphia,PA,19153,39.8957530955,-75.2363016307,4.0,18,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",18
1QlgJVS-WEb9KGS42sQMIA,ROOST Rittenhouse,1831 Chestnut St,Philadelphia,PA,19103,39.9520087,-75.1715201,4.0,5,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'True'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",5
QX3g1tCeHvb_kIhLmtBj0A,Society Hill Hotel,301 Chestnut St,Philadelphia,PA,19106,39.9488102,-75.1461255,2.0,63,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels, Hotels & Travel, Bed & Breakfast, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",63
TDLkD6gOkn1jJ93go1ZySQ,Sheraton Philadelphia Downtown,201 North 17th Street,Philadelphia,PA,19103,39.9570991,-75.1670329,2.5,21,1,,"Hotels, Hotels & Travel, Event Planning & Services",,21
mlb7G66nkwYddPBfldUtIQ,Lokal Hotel,139 N 3rd St,Philadelphia,PA,19106,39.9532548,-75.14479,4.5,13,1,"{'RestaurantsPriceRange2': '3', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",13
Qy8eNnWB1bTYnvRQ9jgOOQ,Le Meridien Philadelphia,1421 Arch Street,Philadelphia,PA,19102,39.9548246,-75.1640644,3.5,305,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'""}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",315
z22MXGNyk8L2rOp0213cWA,Crowne Plaza Philadelphia West,4010 City Ave,Philadelphia,PA,19131,40.0069005941,-75.2109080648,2.5,75,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels, Venues & Event Spaces, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",76
jMqEQYBIztLtcvnTujfHUA,Hyatt Centric Center City Philadelphia,1620 Chancellor St,Philadelphia,PA,19103,39.9493052,-75.1689368,4.0,29,1,"{'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Venues & Event Spaces, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",29
dkxCH6f6-YXsmfWDEiZs-Q,Hawthorn Suites By Wyndham Philadelphia Airport,4630 Island Avenue,Philadelphia,PA,19153,39.8884,-75.230898,2.0,57,1,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Hotels",,58
lZX5_8qspEXtMJGFQ0-Mow,Philadelphia Marriott Downtown,"1201 Market Street, (guest entrance at 1200 Filbert Street).",Philadelphia,PA,19107,39.952534,-75.160578,3.0,595,1,"{'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'HasTV': 'True', 'WiFi': ""u'paid'"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': True, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'DogsAllowed': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",609
toEYTrafM81UMo2GyCSxFw,Cambria Hotel Philadelphia Downtown Center City,219 South Broad Street,Philadelphia,PA,19107,39.9486052,-75.1640808,3.5,84,1,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",87
M4y3CIkX3uG9HPN4ZNqD_g,The Franklin Residences,834 Chestnut St,Philadelphia,PA,19107,39.9493831,-75.1551309,5.0,8,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'True'}","Hotels, Event Planning & Services, Home Services, Real Estate, Apartments, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",8
lQwSrnzTxhssWHRGyq5rvQ,Wyndham Philadelphia Historic District,400 Arch St,Philadelphia,PA,19106,39.9520404,-75.147515,2.5,211,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",217
VEsI9_aDFzIrk8wh0QCOAw,Hilton Philadelphia City Avenue,4200 City Ave,Philadelphia,PA,19131,40.004346,-75.21854,2.5,126,1,"{'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsTakeOut': 'False', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '3', 'HasTV': 'True', 'DogsAllowed': 'False'}","Event Planning & Services, Hotels & Travel, Restaurants, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",129
vAjNHtuCm1Pwu47PEOTwXA,Extended Stay America - Philadelphia - Airport - Tinicum Blvd.,9000 Tinicum Blvd,Philadelphia,PA,19153,39.8840025672,-75.2481961274,1.5,65,1,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",66
sHumMO208xz2rMKYD-TrPA,Keystone Concierge,,Philadelphia,PA,19146,39.9396284,-75.1866396,4.5,38,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Personal Assistants, Event Planning & Services, Home Cleaning, Home Services, Hotels & Travel, Professional Services, Notaries, Local Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",40
4UZgIeaRWuOj3Z6LNMyaDA,Morris House Hotel,225 S 8th St,Philadelphia,PA,19106,39.9473689,-75.1542873,4.0,57,1,"{'RestaurantsPriceRange2': '3', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services, Bed & Breakfast","{'Monday': '6:0-5:30', 'Tuesday': '6:0-5:30', 'Wednesday': '6:0-5:30', 'Thursday': '6:0-5:30', 'Friday': '6:0-5:30', 'Saturday': '6:0-5:30', 'Sunday': '6:0-5:30'}",58
KGvGSfvlWzurRu247ckEPw,Four Points by Sheraton Philadelphia City Center,1201 Race St,Philadelphia,PA,19107,39.9560366,-75.1591784,3.0,126,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True'}","Hotels & Travel, Hotels, Event Planning & Services, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",126
tvBz80VKCtWAVbA6VmJufg,Four Points by Sheraton Philadelphia Airport,4101A Island Ave,Philadelphia,PA,19153,39.8915307681,-75.2326749154,2.5,138,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True'}","Event Planning & Services, Airports, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",142
SO8kTCSO5dP5KyaX1JHDiA,Minute Suites,Terminal A-B Link,Philadelphia,PA,19153,39.8789176098,-75.235748291,4.0,72,1,"{'BusinessAcceptsBitcoin': 'False', 'HasTV': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'False', 'WheelchairAccessible': 'True', 'BikeParking': 'False', 'NoiseLevel': ""u'quiet'"", 'Open24Hours': 'True', 'RestaurantsReservations': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Alcohol': ""'none'"", 'CoatCheck': 'False', 'RestaurantsGoodForGroups': 'False', 'DogsAllowed': 'True', 'Smoking': ""u'no'"", 'BusinessParking': ""{u'valet': False, u'garage': True, u'street': None, u'lot': None, u'validated': False}""}","Travel Services, Airports, Rest Stops, Airport Lounges, Hotels & Travel, Hotels, Event Planning & Services, Bars, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",72
X_AVbwQcF3dcSWP6TlErcw,"Independence Park Hotel, Bw Premier Collection",235 Chestnut St,Philadelphia,PA,19106,39.9486694089,-75.145468139,4.5,38,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Vacation Rentals, Event Planning & Services, Hotels, Bed & Breakfast","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",38
55gCXlWDDCdttR3yRss1xw,The Rittenhouse Hotel,210 W Rittenhouse Sq,Philadelphia,PA,19103,39.9499125,-75.1736448,4.0,125,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'quiet'"", 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'dressy'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '3'}","Hotels & Travel, Event Planning & Services, Restaurants, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",130
fJhOwBljOz3VJV-BhCB3hg,"Home2 Suites by Hilton Philadelphia - Convention Center, PA",1200 Arch St,Philadelphia,PA,19107,39.9536826978,-75.159804225,3.5,144,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",145
s7GZ95hHqmr9WreRU62iBQ,Chestnut Hill Hotel,8229 Germantown Ave,Philadelphia,PA,19118,40.0741672,-75.2030982,3.5,45,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels, Hotels & Travel",,46
j7dMQazjHXoBTsbpw5B28Q,Courtyard by Marriott,4100 Presidential Blvd,Philadelphia,PA,19131,40.0071725342,-75.2110841091,3.5,54,1,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels, Hotels & Travel",,55
kH2bJtlej-8oDv8KjsEzCg,Holiday Inn Philadelphia Stadium,900 Packer Ave,Philadelphia,PA,19148,39.9093697,-75.1646366,2.5,85,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Venues & Event Spaces, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",86
dvph41fD_t6Kd_ChSpmNSA,"The Ritz-Carlton, Philadelphia",10 Avenue of the Arts,Philadelphia,PA,19102,39.9514456414,-75.1641494036,3.5,328,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'"", 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True'}","Caterers, Event Planning & Services, Hotels, Real Estate, Apartments, Hotels & Travel, Venues & Event Spaces, Home Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",337
